Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190
,,VEN0043570 株式会社Hookmeup,1022000,7000,3149000,451000,4629000,"APM配信時のクリエイティブ外注費
6月以降カット",カット,,,,,VEN0029438 株式会社UPSIDER,,67691,77326,107214,252231,顧客会食（既存顧客、新規問わず）,継続 & 金額ステイ,,,,,VEN0007433 ヤマト運輸株式会社,1210,,,,1210,見積もり書作成ツール,継続 & 金額ステイ,,,,,VEN0024921 ブティックス株式会社,10000,25000,5000,,40000,- リード購入費用,継続 & 金額ステイ,,,,,,,,,,,広告費。時期により変動,継続 & 金額ステイ,,,,,INTVEN0097 FourM Inc,120000,,,,120000,第二種免許でFourMからリチャージ,継続 & 金額ステイ,,,,業務委託費,VEN0008415 パーソルテンプスタッフ株式会社,1403326,1432965,1548401,1380854,5765546,BGM営業派遣費用,継続 & 金額ダウン,,,,,VEN0019153 瞳兒玉,300,,,,300,不明,,,,,,VEN0029438 株式会社UPSIDER,,,,49397,49397,,カット,,,,オフィス費用 Total,,,,682,,682,,,,,,,VEN0002975 スローガン株式会社,118096,218092,4271423,,4607611,採用費（人材紹介）,継続 & 金額ステイ,,,,,VEN0060782 クリックワーク株式会社,,,651415,602575,1253990,退職者の引継ぎ期間のみ（産休明けで戻ってくるタイミング6月迄継続、それ以降は発生しない）,カット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｶﾌﾞｼｷｶﾞｲｼﾔｸﾍﾞﾙ（CHATWORK BUSINESS PLAN） (UPSIDER),,,1013,1679,2692,,ショット,,,,,,FIGMA,,,338269,239301,577570,デザイン,継続 & 金額ステイ
,,VEN0046408 Optable Technologies Inc.,1022788,973031,973993,925275,3895087,APM配信時のデータ利用費,継続 & 金額ステイ,,,,交際費 Total,,27273,92691,77326,115069,312359,,,,,,,VEN0007498 弥生株式会社,2660,3500,2730,1050,9940,請求書発行ツール,継続 & 金額ステイ,,,,,VEN0029438 株式会社UPSIDER,,,,9297,9297,- 業務委託費がUPSIDERでは存在しないため計上間違いの可能性あり,カット,,,,,,,,,,,広告費。時期により変動,継続 & 金額ステイ,,,,,VEN0000649 Expense Claims for AJP,,45455,30900,8337,84692,建替え経費（全員の交通費）,継続 & 金額ステイ,,,,,VEN0008419 株式会社ラクーンフィナンシャル,347117,453435,189629,49795,1039976,BGMクリエイターリスト作成,継続 & 金額ステイ,,,,,VEN0029438 株式会社UPSIDER,1418797,1356754,1285951,1607668,5669170,社内会食,継続 & 金額ステイ,,,,,VEN0036103 麻耶吉田,179928,-3528,,,176400,,カット,,,,ロイヤリティ,,,62354,,,62354,revenue sharing ,,,,,,VEN0003360 エン・ジャパン株式会社,300000,,,,300000,採用メディア,継続 & 金額ステイ,,,,業務委託費 Total,,2481119,2134616,2994937,2967068,10577740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｼﾔｼﾝｴ-ｼ- ﾋﾞ-ﾄｳ-ﾋﾞ-（PHOTO AC B TO B） (UPSIDER),,,,1800,1800,,,,,,,,FIGMA MONTHLY RENEWAL,223961,248294,,,472255,デザイン,継続 & 金額ステイ
,,VEN0049661 ID5 Technology Ltd,,,1500000,500000,2000000,APM配信時のデータ利用費,継続 & 金額ステイ,,,,人材採用 (中途採用),VEN0025375 オープンワーク株式会社,,,,800000,800000,人材紹介Fee,継続 & 金額ダウン,,,,,銀行手数料,400,,,,400,,,,,,,VEN0035429 ヤマトボックスチャーター株式会社,,,-37400,,-37400,- 展示会用の搬送費：今後出展はしない予定,カット,,,,,,,,,,,広告費。時期により変動,継続 & 金額ステイ,,,,,VEN0005698 株式会社PR TIMES,60000,,,,60000,ブランド事業のメディア費用,継続 & 金額ステイ,,,,,VEN0010067 晃弘深田,,11875,,,11875,翻訳費用,カット,,,,,VEN0051580 LINEヤフー株式会社,,,300,,300,,カット,,,,,VEN0036111 美咲新立,154938,-3037,,,151901,,カット,,,,,INTVEN0265 GROVE Inc.,1208071,1217386,547577,206238,3179272,revenue sharing ,継続 & 金額ステイ,,,,,VEN0018900 株式会社リクルート,1485000,198000,2654000,198000,4535000,採用費（人材紹介）,ショット,,,,社内会食,VEN0000649 Expense Claims for AJP,,,,25845,25845,交通費の経費,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ﾊﾞﾌｴﾂﾄｺ-ﾄﾞ（BUFFETT CODE, INC） (UPSIDER)",,,900,900,1800,,ショット,,,,,,FS *crowdin,82360,79946,78776,79181,320263,各プロダクトの翻訳管理ツール,継続 & 金額ステイ
,,VEN0051262 株式会社サイバーエージェント,,-3254,34586,1153234,1184566,広告配信ツールで売上連動,カット,,,,人材採用 (中途採用) Total,,,,,800000,800000,,,,,,一般管理費 Total,,-115730,3500,2730,1050,-108450,,,,,,,VEN0039036 株式会社PABLO,,200000,200000,,400000,- マネージャー2名のコーチング費用,継続 & 金額ステイ,,,,,,,,,,,不明（BMみたい）,継続 & 金額ステイ,,,,,VEN0015335 株式会社ヴェスト,,,,67000,67000,Advanced Clinicalsギフティング用巾着袋,ショット,,,,,VEN0020742 株式会社ループホール,,3510474,,,3510474,著作権分配費用,継続 & 金額ステイ,,,,,VEN0062795 出張寿司サービス　SUSHI WIZ,,,,136364,136364,,,,,,,VEN0038612 菜瑠美江花,249900,-4900,,,245000,,カット,,,,,VEN0009891 株式会社TRUSTAR,629051,380061,569375,440608,2019095,revenue sharing ,継続 & 金額ステイ,,,,,VEN0025375 オープンワーク株式会社,45455,45455,45455,183917,320282,採用メディア,ショット,,,,,VEN0029438 株式会社UPSIDER,139755,184504,156734,417882,898875,AIツール利用の固定費,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾘ-（DP4*FREEE） (UPSIDER),6000,6000,6000,2600,20600,Freee利用料,継続 & 金額ステイ,,,,,,GHOST.ORG,17467,,,,17467,競合調査,カット
,,VEN0056072 Intent IQ LLC,84405,75113,88714,,248232,広告配信ツールで売上連動,継続 & 金額ステイ,,,,広告宣伝費,VEN0018428 株式会社イード,1550000,50000,50000,50000,1700000,（現在確認中）,継続 & 金額ステイ,0.0,,,広告宣伝費,VEN0003826 一般社団法人 日本インタラクティブ広告協会,29167,29167,29163,29167,116664,業界団体の加盟金,継続 & 金額ステイ,,,,,VEN0043588 合同会社SBR AJP,1000000,500000,500000,250000,2250000,- 4月：25万に削減、5月：15万に削減,継続 & 金額ステイ,,,,,,,,,,,広告費,継続 & 金額ステイ,,,,,VEN0016358 フェデラルエクスプレスジャパン合同会社,19450,,7934,,27384,ブランド事業、ロジスティクス事業の原価および販管費,継続 & 金額ステイ,,,,,VEN0022678 真由美中村,9565,707,5100,10801,26173,翻訳費用,継続 & 金額ステイ,,,,,着払い対応,791,,,,791, 配送業務関連,カット,,,,,VEN0048470 株式会社wisd,155000,,,,155000,,カット,,,,,VEN0014882 株式会社生島企画室,628241,249918,859016,188964,1926139,revenue sharing ,継続 & 金額ステイ,,,,,VEN0026242 レバレジーズ株式会社,,800000,400000,,1200000,採用費（人材紹介）,継続 & 金額ステイ,,,,社内会食 Total,,139755,184504,156734,443727,924720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾘｰ（FREEE） (UPSIDER),,,,3400,3400,Freee利用料,継続 & 金額ステイ,,,,,,"GITHUB, INC.",47380,52723,57343,74356,231802,開発管理,継続 & 金額ステイ
,,VEN0058377 Browsi Mobile K.K.,,354021,81002,,435023,広告配信ツールで売上連動,継続 & 金額ステイ,,,,,VEN0029438 株式会社UPSIDER,2071349,3480236,300909,70583,5923077,自社ゲームのテスト広告費用、支払い方法変更により4月以降は3月水準の予定,継続 & 金額ステイ,-230326.0,,,,VEN0010800 株式会社PR TIMES,90000,60000,30000,30000,210000,マーケティング利用,継続 & 金額ステイ,,,,,VEN0044692 株式会社DYM (AnyMind),,400000,,1100000,1500000,- リード紹介費用,継続 & 金額ステイ,,,,,,,,,,,広告費。時期により変動,継続 & 金額ステイ,,,,,VEN0017033 佐川急便株式会社,,,31355,16060,47415,ブランド事業、ロジスティクス事業の原価および販管費,継続 & 金額ステイ,,,,,VEN0022821 マンパワーグループ株式会社,1579752,1555409,1548421,1323592,6007174,BGM営業派遣費用,継続 & 金額ダウン,,,,,銀行手数料,1350,,,,1350,銀行手数料,継続 & 金額ステイ,,,,,VEN0049890 美樹朝倉,69972,,-1372,,68600,,カット,,,,,VEN0015437 心央佐久間,605129,213872,315229,197844,1332074,revenue sharing ,継続 & 金額ステイ,,,,,VEN0029438 株式会社UPSIDER,253815,2428907,1692735,281514,4656971,,継続 & 金額ステイ,,,,Grand Total,,2917356,3186195,3306252,4748346,14158149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾏｲｸﾛｿﾌﾄ (UPSIDER),370800,471520,562844,550953,1956117,Microsoft 365ライセンス利用料,継続 & 金額ステイ,,,,,,GOOGLE*COLAB,1609,,,,1609,AIツール,カット
,,VEN0058919 株式会社テミクス・データ,,102270,2186,,104456,APM配信時のデータ利用費,継続 & 金額ステイ,,,,,VEN0031458 ADLOGIC TECHNOLOGY PTE. LTD.,,,7941785,,7941785,自社ゲームの広告出稿媒体（テストフェーズにて使用）,継続 & 金額ステイ,-7941785.0,,,,VEN0031482 株式会社Apollo,75000,75000,75000,,225000,AIでのコンテンツ生成ツール,カット,,,,,VEN0046479 株式会社メイト,3496065,2100000,2660000,1500000,9756065,"- サントリー,吉本の案件PMサポート
- 5月から100万円に減額確定",継続 & 金額ダウン,,,,,,,,,,,,,,,,,VEN0017807 日本郵便株式会社,,,,8318,8318,ブランド事業、ロジスティクス事業の原価および販管費,継続 & 金額ステイ,,,,,VEN0023994 七美有富,180000,180000,180000,180000,720000,BGM管理業務,継続 & 金額ステイ,,,,一般管理費 Total,,3874140,1968110,1926803,2726518,10495571,,,,,,,VEN0051729 貴美中村,99960,,-1959,,98001,,カット,,,,,VEN0015799 B-Life合同会社,4499932,706616,654998,944359,6805905,revenue sharing ,継続 & 金額ステイ,,,,,VEN0030379 レバテック株式会社(AJP),2500,,,,2500,,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾚｾﾌﾟｼﾖﾆｽﾄ（RECEPTIONIST） (UPSIDER),96000,97285,108000,108000,409285,RECEPTIONIST利用料,継続 & 金額ステイ,,,,,,GOOGLE*GSUITE JP.FOURM,31279,26.36363636,4469,,35774.36363636,Googleworkplace,継続 & 金額ステイ
,,VEN0062225 クラスメソッド株式会社,,,,206179,206179,自社運営メディアのサーバー費用、GCPに統合予定,カット,,,,,VEN0040960 広島テレビ放送株式会社,51770,75779,51770,0,179319,顧客紹介に対する対価費用（6ヶ月間限定）,継続 & 金額ダウン,-51770.0,,,,VEN0054788 株式会社ピー・フリー・エンタープライズ,150000,,,,150000,ワンタイムのマーケティングコスト,カット,,,,,VEN0047187 株式会社R6B,8585000,1350000,2500000,3460000,15895000,"- EC構築のアウトソーシング
- 5月から削減できるように4月中旬に調整済み、4月は元から予定していた分がある",継続 & 金額ダウン,,,,,,,,,,,物流費用 参考,継続 & 金額ステイ,販管費_物販/EC受託 ,,,,VEN0020853 ユーピーエス・ジャパン株式会社,,1210,,,1210,関税,継続 & 金額ステイ,,,,,VEN0025116 沙織栗林,5775,,5095,13207,24077,BGM営業,継続 & 金額ステイ,,,,交通費および宿泊費,VEN0000649 Expense Claims for AJP,28240,33754,135950,184887,382831,社内会食,,,,,,VEN0051731 未希高橋,69972,,-1372,,68600,,カット,,,,,VEN0016271 有豪鈴木,87712,73609,61479,87815,310615,revenue sharing ,継続 & 金額ダウン,,,,,VEN0038450 株式会社ANCa,900000,,,,900000,採用費（人材紹介）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT費用 Total,,13566246,15115496,12374412,15171528,56227682,,,,,,,,HEYGEN TECHNOLOGY INC.,112439,14148,13635,13412,153634,AnyLiveアバター,継続 & 金額ステイ
,,X CORP. PAID FEATURES,,5346,,5435,10781,,,,,,,VEN0042602 株式会社ゲームエイト,,,,1500000,1500000,新規営業を目的としたイベント出店費,カット,1500000.0,,,,VEN0059393 ユー・アンド・アース株式会社,92182,,,,92182,ワンタイムのマーケティングコスト,カット,,,,,VEN0047798 玲子牛山,408000,800000,400430,,1608430,- 4月からENGAWAへ移管,カット,,,,,,,,,,,不明,,,,,,VEN0025137 ケイヒン配送株式会社,716180,835120,962120,1285750,3799170,ブランド事業、ロジスティクス事業の原価および販管費,継続 & 金額ステイ,,,,,VEN0025706 SOOCHUL AHN,28410,56600,34000,,119010,BGM営業,カット,,,,,VEN0029438 株式会社UPSIDER,611570,806507,1679174,2466989,5564240,出張/アポ移動費用,継続 & 金額ステイ,,,,広告宣伝費 Total,,179554,-15188,-4703,49397,209060,,,,,,,VEN0017788 株式会社POKER ROOM,2087872,768347,6203953,296333,9356505,revenue sharing ,継続 & 金額ダウン,,,,,VEN0044692 株式会社DYM (AnyMind),,,,538969,538969,採用メディア,ショット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オフィス費用,,3648446,3523831,3595788,3602706,14370771,会社が保有する固定資産の減価償却,継続 & 金額ステイ,,,,,,INTERCOM R&D,71467,69707,68191,95876,305241,プロダクトのCSツール（海外での利用）,継続 & 金額ステイ
,,さくらインターネット,,1200,,1260,2460,自社メディアのサーバ,継続 & 金額ステイ,,,,,VEN0043604 AppLovin (Singapore) Pte Ltd,47109702,35179058,39723499,26630953,148643212,（粗利連動）SASの広告出稿費,継続 & 金額ステイ,-13092546.0,,,,チケット代の入金,-291867,,,,-291867,？,,,,,,VEN0047837 株式会社プリンツ二十一,,100000,,100000,200000,- SEO外注費,カット,,,,,,,,,,,Amazon運用代行。4月から解約,カット,,,,,VEN0029438 株式会社UPSIDER,146237,62318,46127,270663,525345,社内会食,継続 & 金額ステイ,,,,,VEN0037086 凱士手塚,134500,237000,94000,142000,607500,編集費用,継続 & 金額ステイ,,,,交通費および宿泊費 Total,,639810,840261,1815124,2651876,5947071,,,,,,業務委託費,VEN0007766 利絵小池,,,,25583,25583,,カット,,,,,VEN0018168 雄也平野,321918,232235,360778,320994,1235925,revenue sharing ,継続 & 金額ステイ,,,,,VEN0051816 株式会社トレオン,,,,2223000,2223000,採用メディア,ショット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0000326 キャノンマーケティングジャパン株式会社,86493,125933,136369,218377,567172,複合機の保守料金,継続 & 金額ステイ,,,,,,JetBrains,57226,,98890,108210,264326,開発（コーディング）ツール,継続 & 金額ステイ
,IT費用 Total,,12914656.3,11855987.5,17265987,15175273,57211903.8,,,,,,,VEN0046275 達夫坂本,300000,350000,300000,,950000,アポ獲得を目的とした業務委託（顧客紹介、イベント企画等）,継続 & 金額ステイ,-300000.0,,,広告宣伝費 Total,,144482,164167,134163,59167,501979,,,,,,,VEN0048016 アイブリッジ株式会社 (AnyMind),,20000,,,20000,- リサーチ費用,カット,,,,,,,,,,,shopify構築代行,カット,,,,,VEN0037994 SWF GROUP LTD,64000,1157784,,136000,1357784,ブランド事業、ロジスティクス事業の原価および販管費,継続 & 金額ステイ,,,,,VEN0040380 安紗美塚田,109400,48900,48800,4600,211700,BGM営業,継続 & 金額ダウン,,,,交際費,VEN0000649 Expense Claims for AJP,65100,97364,4000,220870,387334,社外会食,,,,,,VEN0018772 瑞湯山,,,,600,600,,カット,,,,,VEN0019013 P2C Studio株式会社,541829,683637,570272,1074194,2869932,revenue sharing ,継続 & 金額ステイ,,,,,VEN0052345 株式会社Grooves,100000,,,,100000,採用メディア,ショット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0000329 インターマン株式会社,127599,79562,181588,129583,518332,文房具,継続 & 金額ステイ,,,,,,KRISPCALL,5282,5109,5330,5099,20820,AnyLiveアバター,継続 & 金額ステイ
,エージェント手数料,VEN0058974 サイトキャッチャー株式会社,545455,,,,545455,買収先メディアの紹介料,継続 & 金額ダウン,,,,,VEN0048154 株式会社Aspire Digital Vision,76305,0,,-1,76304,アポ獲得を目的とした業務委託（顧客紹介、イベント企画等）,継続 & 金額ステイ,-1.0,,,Grand Total,,587340,517127,59712,1013674,2177853,,,,,,,VEN0050122 リゾラス株式会社,390000,,,1450000,1840000,"- 開発PMおよび開発費用
- 吉本案件の開発テクニカルサポート",ショット,,,,,,,,,,,撮影コスト。ほぼ原価扱い（撮影込みでサービス提供）,継続 & 金額ダウン,,,,,VEN0055059 株式会社スタジオウェル,,171000,,,171000,什器制作,継続 & 金額ステイ,,,,,VEN0040382 慶太渡辺,235000,135000,185000,185000,740000,資料作成費用,継続 & 金額ダウン,,,,,VEN0029438 株式会社UPSIDER,1126586,820010,1257734,1064819,4269149,社外会食,継続 & 金額ステイ,,,,,VEN0025126 株式会社LAUGH&ROUGH,,,,35500,35500,,カット,,,,,VEN0021460 M-YOU株式会社,472514,650619,792764,574919,2490816,revenue sharing ,継続 & 金額ステイ,,,,,VEN0052350 LAPRAS株式会社,,,128571,128571,257142,採用費（人材紹介）,ショット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0000330 ソニービズネットワークス株式会社,50200,50200,50200,50200,200800,法人向けの高速インターネット接続サービス,継続 & 金額ステイ,,,,,,Mailchimp,95098,92673,90793,34989,313553,AnyTagクリエイター参加促し（海外での利用、ビジネス側の現在の利用頻度に併せて調整できる可能性あり）,カット
,エージェント手数料 Total,,545455,,,,545455,,,,,,,VEN0049605 大樹森嶋,53000,-50000,50000,0,53000,解約予定：アポ獲得を目的とした業務委託（顧客紹介、イベント企画等）,カット,-50000.0,,,,,,,,,,,,,,,,VEN0051116 株式会社ヒューリズム,,200000,,,200000,- EC構築のデザイナー外注費用,ショット,,,,,,,,,,,,,,,,,VEN0057448 株式会社ビーアンドピー,95700,,10200,,105900,什器制作,継続 & 金額ステイ,,,,,VEN0040543 公秀星野,1200,799,640,720,3359,,カット,,,,交際費 Total,,1191686,917374,1261734,1285689,4656483,,,,,,,VEN0038612 菜瑠美江花,,,,29739,29739,,カット,,,,,VEN0023956 株式会社KA,62745,220463,2881735,548003,3712946,revenue sharing ,継続 & 金額ステイ,,,,,VEN0052431 ファインディ株式会社 (AnyMind),,,51429,51429,102858,採用費（人材紹介）,ショット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0000331 森ビル株式会社,1826996,2128595,1879000,1774643,7609234,電気、空調,継続 & 金額ステイ,,,,,,MIDJOURNEY INC.,3542,3498,3370,3316,13726,AIツール、活用機会減り停止済み,カット
,一般管理費,CUS0011013 株式会社博報堂DYメディアパートナーズ,,,,-190,-190,？,,,,,,VEN0049669 祥吾秋本,51000,51000,51000,,153000,アポ獲得を目的とした業務委託（顧客紹介、イベント企画等）,継続 & 金額ステイ,-51000.0,,,,,,,,,,,,,,,,VEN0053616 株式会社DYMキャリア,1460000,2320434,1648366,-500000,4928800,- PM/開発業務のアウトソーシング：5月から契約解除,カット,,,,,,,,,,,※端末もAJP変更済のはずなので、ENGAWAで発生していないはず,カット,販管費_物販/EC受託 ,,,,VEN0059019 WHITE CROSS株式会社,,,,450000,450000,Waterpikの広告宣伝費,継続 & 金額ステイ,,,,,VEN0041862 恵美佳永崎,,,29988,,29988,BGM営業,継続 & 金額ステイ,,,,人材採用 (中途採用),VEN0002846 株式会社ジェイエイシーリクルートメント,2621667,,,,2621667,採用費用（エージェント）,,,,,,VEN0056299 XploMiya,,,,1750,1750,,カット,,,,,VEN0024599 株式会社SAI,934818,201325,838130,452942,2427215,revenue sharing ,継続 & 金額ステイ,,,,,VEN0053688 株式会社ZEROGRA,,,,1989000,1989000,採用メディア,ショット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0000332 ソフトバンク株式会社,685991,652698,730209,636258,2705156,社用携帯,継続 & 金額ステイ,,,,,,NORD* LAYER,265466,,,,265466,開発用VPN,継続 & 金額ステイ
,,VEN0000649 Expense Claims for AJP,105545,416965,164593,503346,1190449,社外、社内会食費用,継続 & 金額ダウン,,,,,VEN0050343 淳一郎島田,50000,51000,51000,1000,153000,アポ獲得を目的とした業務委託（顧客紹介、イベント企画等）,継続 & 金額ステイ,-50000.0,,,,,,,,,,,,,,,,VEN0054656 株式会社ハックルベリー,3380000,1320000,,,4700000,- EC構築のアウトソーシング：今後、AI代替で削減予定,継続 & 金額ダウン,,,,,,,,,,,,,,,,一般管理費 Total,,1223757,2274704,1068584,2247071,6814116,,,,,,,VEN0046126 貴彦池崎,189924,274890,183726,209916,858456,BGM営業,継続 & 金額ステイ,,,,,VEN0017809 パーソルキャリア株式会社,,,1260000,,1260000,採用費用（エージェント）,継続 & 金額ダウン,,,,,VEN0057448 株式会社ビーアンドピー,,,,11800,11800,,カット,,,,,VEN0031264 SONICLORE合同会社,302035,1186660,7659965,596976,9745636,revenue sharing ,継続 & 金額ステイ,,,,,VEN0055048 Willage株式会社,1872000,,,,1872000,スカウト送付,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0000649 Expense Claims for AJP,,86423,62463,,148886,ファミリーディナー,,,,,,,"NPM, INC.",1121,,,,1121,フロントパッケージ管理,継続 & 金額ステイ
,,VEN0029438 株式会社UPSIDER,101346,108300,21615,779509,1010770,社外、社内会食費用,継続 & 金額ステイ,,,,,VEN0051064 将平高橋,150000,253000,464000,,867000,アポ獲得を目的とした業務委託（顧客紹介、イベント企画等）,継続 & 金額ステイ,-464000.0,,,,,,,,,,,,,,,,VEN0055952 株式会社阪神コンテンツリンク,300000,150000,150000,150000,750000,- LAPONE案件におけるツール費用,継続 & 金額ステイ,,,,,,,,,,,,,,,,交通費および宿泊費,INTVEN0179 AnyMind Malaysia Sdn Bhd_For AJP,141925,-134922,,,7003,出張費,カット,,,,,VEN0046277 株式会社クロスオーバー,357000,357000,357000,357000,1428000,音楽関連コンサルティング,継続 & 金額ステイ,,,,,VEN0026242 レバレジーズ株式会社,,-1140750,,,-1140750,採用費用（エージェント）,,,,,,VEN0059508 彩板頭,,,,7248,7248,,カット,,,,,VEN0035313 悠輝永峯,23673,62327,125108,132520,343628,revenue sharing ,継続 & 金額ダウン,,,,,VEN0055053 株式会社プロギーク,2164500,,,,2164500,採用メディア,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0001068 株式会社日本パープル,30000,,155000,19000,204000,保護くん使用料,継続 & 金額ステイ,,,,,,ONAMAE COMDOMEIN,,1468.181818,,1442,2910.181818,ドメイン管理,継続 & 金額ステイ
,,VEN0043849 株式会社PABLO,178334,225525,230580,142226,776665,社員育成の外注費,継続 & 金額ステイ,,,,,VEN0057098 合同会社ハント,122440,,,,122440,1月の新年会イベントの会場費,カット,0.0,,,,,,,,,,,,,,,,VEN0056057 Glossom株式会社,1420000,,,,1420000,- Glossom株式会社がグリーエックスへ社名変更,カット,,,,,,,,,,,,,,,,,VEN0000649 Expense Claims for AJP,35406,13469,41767,45304,135946,建替え経費（全員の交通費）,継続 & 金額ステイ,,,,,VEN0046455 莉世山田,9996,9996,9996,9996,39984,BGM営業,継続 & 金額ステイ,,,,,VEN0029438 株式会社UPSIDER,,46991,26755,,73746,採用費用（エージェント）,継続 & 金額ステイ,,,,,VEN0059623 株式会社HNT,,,,5000,5000,,カット,,,,,VEN0035979 優木村,,,,91792,91792,revenue sharing ,継続 & 金額ステイ,,,,,VEN0056169 株式会社グローアップ,21429,21429,21429,21429,85716,採用費（人材紹介）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0002419 株式会社サイバーネット,,,,44366,44366,名刺印刷サービス,継続 & 金額ステイ,,,,,,OPENAI,53435,121598,67535,66441,309009,LLM（ビジネス側での利用含む、5月から特別な理由がないメンバーはGeminiに移行するようアナウンスしているので減額予定）,継続 & 金額ダウン
