Entity in USD,*** PLEASE DO NOT CHANGE ANY FORMULAS FOR BELOW TABLE !!!!!! ***,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,BU in USD,*** For Strategy Meeting Slides (in USD)***,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,,nan.1,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,in JPY,*** For Strategy Meeting Slides (in JPY)***,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54
Gross Profit,1249141.116663818,964420.6762953787,1405395.9120022492,1207106.568283369,1180550.6091034492,1181603.664731369,1314773.684065769,1265947.9156151498,1267934.881210269,1283851.4693044294,1259416.460869329,1615311.0478226002,,,,Gross Profit,1120489.5166638182,1096096.8762953782,1405395.9120022496,1207106.568283369,1180550.6091034482,1181603.664731369,1314773.684065768,1265947.9156151502,1267934.881210269,1283851.4693044294,1259416.4608693295,1615311.0478226012,,,,,,,,,,,Gross Profit,194189752.27106667,146483673.78393036,210896276.06607658,176983679.68684852,169462295.58863544,170314620.50938106,192540401.49984312,188278079.3678519,187418777.01641017,192537480.06233144,195282889.92405707,252728796.43253213,551569702.1210736,186059381,0
Staff Costs,203759.78708470004,210274.05297049988,208438.56125031906,236842.14569268,240257.75026994987,246945.08058654002,242304.903010959,212700.05780183995,214620.19565799998,212273.40920547902,211889.48533070894,190675.51445072,,,,Staff Costs,203759.78708470004,210274.05297049988,208438.56125031906,236842.14569268,240257.75026994987,246945.08058654002,242304.903010959,212700.05780183995,214620.19565799998,212273.40920547902,211889.48533070894,190675.51445072,,,,,,,,,,,Staff Costs,31676214.999999996,31938050,29779518.999999993,35125015,34887498.99999986,35995537.99999999,35890996,31633812.000000004,31723911.99999985,31834357.999999847,32855209.000000004,29832764,93393784,,
Direct SG&A,605160.2843043855,549566.9610668471,573537.8800109717,521946.00007991644,577883.4482209329,537054.5683489516,558820.5796710805,554780.551565708,600664.2199174137,581613.4365452211,710660.5513223056,665780.3168383208,,,,Direct SG&A,605160.2843043855,549566.9610668471,573537.8800109717,521946.00007991644,577883.4482209329,537054.5683489516,558820.5796710805,554780.551565708,600664.2199174137,581613.4365452211,710660.5513223056,665780.3168383208,,,,,,,,,,,Direct SG&A,90070857,82405049,84333857,74890735,81123771,74914580,80835274,80835389,68064584,68932429,80022375,79554690,256809763,,
Indirect SG&A,104934.77900433613,130286.86569359546,123222.27759445044,141893.02745233834,205261.4545151467,191013.85956362833,203855.91679943245,206648.44867462883,67933.37137031106,66000.16304713882,61740.81442196395,44465.26708397105,,,,Indirect SG&A,104934.77900433613,130286.86569359546,123222.27759445044,141893.02745233834,205261.4545151467,191013.85956362833,203855.91679943245,206648.44867462883,67933.37137031106,66000.16304713882,61740.81442196395,44465.26708397105,,,,,,,,,,,Indirect SG&A,24400317.96391376,28468061.15480387,28093584.37659407,30608292.42081436,44700944.69854974,41785151.74741893,45209513.90034536,47047840.49972061,44169014.650383435,41047731.4854289,54468415.67071835,45940771.1021188,80961963.49531169,,
Operating Profit b/f adj,335286.2662703963,74292.79656443628,500197.19314650795,306425.3950584342,157147.95609741972,206590.15623224888,309792.284584297,291818.8575729729,384717.0942645443,423964.4605065903,275125.6097943506,714389.9494495883,,,,Operating Profit b/f adj,206634.66627039644,205968.99656443577,500197.1931465084,306425.3950584342,157147.9560974188,206590.15623224888,309792.28458429605,291818.85757297336,384717.0942645443,423964.4605065903,275125.60979435104,714389.9494495892,,,,,,,,,,,Operating Profit b/f adj,48042362.3071529,3672513.629126489,68689315.68948251,36359637.266034156,8750080.890085846,17619350.761962116,30604617.599497765,28761037.86813131,43461266.36602688,50722961.57690269,27936890.253338724,97400571.33041334,120404191.6257619,,
One-time adjustment ( ie.yearly bonus reversal),,,,,,,,,,,,,,,,One-time adjustment ( ie.yearly bonus reversal),0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,One-time adjustment ( ie.yearly bonus reversal),,,,,,,,,,,,,0,,
Operating Profit,335286.2662703963,74292.79656443628,500197.19314650795,306425.3950584342,157147.95609741972,206590.15623224888,309792.284584297,291818.8575729729,384717.0942645443,423964.4605065903,275125.6097943506,714389.9494495883,,,,Operating Profit,206634.66627039644,205968.99656443577,500197.1931465084,306425.3950584342,157147.9560974188,206590.15623224888,309792.28458429605,291818.85757297336,384717.0942645443,423964.4605065903,275125.60979435104,714389.9494495892,,,,,,,,,,,Operating Profit,48042362.3071529,3672513.629126489,68689315.68948251,36359637.266034156,8750080.890085846,17619350.761962116,30604617.599497765,28761037.86813131,43461266.36602688,50722961.57690269,27936890.253338724,97400571.33041334,120404191.6257619,,
Gross Profit %,0.39529080117039944,0.3085236325575907,0.34350487168630706,0.36560996837391163,0.3657527102296403,0.33707124138360733,0.34700455449591544,0.3351476300896284,0.3372513757105363,0.353741650703623,0.32389274890463027,0.36376567073067334,,,,Gross Profit %,0.35457899258653364,0.3506475941688587,0.34350487168630717,0.36560996837391163,0.36575271022964007,0.33707124138360733,0.3470045544959153,0.3351476300896285,0.3372513757105363,0.35374165070362296,0.3238927489046304,0.3637656707306735,,0,0,,,,,,,,Gross Profit %,0.39529080117039944,0.30852363255759063,0.34350487168630706,0.36560996837391163,0.36575271022964034,0.3370712413836073,0.34700455449591544,0.33514763008962845,0.3372513757105363,0.3537416507036231,0.3238927489046304,0.3637656707306734,,0.374806291774857,0
Operating Profit %,0.10610136440743403,0.023766686086582618,0.12225748714812484,0.09281051229436926,0.04868685036156987,0.05893312833848461,0.08176261435809844,0.07725625780071727,0.10232889024729107,0.11681560654405432,0.07075593564089569,0.16087956525467986,,,,Operating Profit %,0.06538955582356826,0.06589064769785062,0.12225748714812495,0.09281051229436926,0.048686850361569584,0.05893312833848461,0.08176261435809822,0.07725625780071739,0.10232889024729107,0.1168156065440543,0.0707559356408958,0.16087956525468003,,,,,,,,,,,Operating Profit %,0.09779457290827695,0.00773504115650917,0.11188018590116436,0.07511113936857235,0.018885415125298857,0.034870620126125074,0.055156952062553104,0.05119657961662923,0.07820652821131814,0.09319133163569637,0.04633563228975011,0.14019369640379375,,,
GP Per Person,26023.77326382958,19682.05461827307,28681.54922453573,21947.392150606738,20711.414194797355,19370.551880842133,22284.299729928298,23017.23482936637,23053.36147655038,23775.027209341297,22898.48110671507,30477.566940049095,0,,,GP Per Person,20385.058034080113,19604.18212348506,25289.93800406225,20895.668815001725,20171.33897953035,19063.204071074804,21884.84080017264,21859.853618403344,21516.003879362852,22060.534235491086,20686.272337265793,27445.368144922428,0,,,,,,,,,,GP Per Person,4045619.838980561,2989462.7302842983,4304005.634001568,3217885.0852154316,2973022.729625183,2792042.959170184,3263396.635590563,3423237.8066882184,3407614.1275710994,3565508.8900431767,3550597.998619219,4768467.857217592,0,,
OP Per Person,6985.130547299932,1516.1795217231922,10208.105982581807,5571.3708192442655,2756.9816859196444,3386.723872659821,5250.716687869443,5305.797410417692,6994.856259355362,7851.19371308501,5002.283814442737,13479.055649992246,0,,,OP Per Person,3759.3030556113786,3683.847484437625,9000.99103494539,5304.389637074701,2685.090048607666,3332.9875531707416,5156.59456179833,5039.004710186001,6528.39086243296,7285.01911572714,4519.016122144181,12138.030745289481,0,,,,,,,,,,OP Per Person,1000882.5480656867,74949.25773727542,1401822.769173114,661084.3139278946,153510.19105413766,288841.81576987106,518722.3321948776,522927.96123875136,790204.8430186717,939314.1032759761,507943.4591516131,1837746.6288757254,0,,
Full-time HC,47.999999999999936,48.999999999999915,48.99999999999994,54.99999999999993,57,60.999999999999936,58.99999999999997,54.99999999999997,54.999999999999915,53.99999999999997,55.00000000000001,52.99999999999994,,,,Full-time HC,54.9662166666665,55.9113799999999,55.5713466666666,57.768266666666605,58.5261399999999,61.983476666666604,60.076913333333295,57.912003333333196,58.9298499999999,58.196753333333305,60.8817499999999,58.8555066666666,,,,,,,,,,,Full-time HC,47.999999999999936,48.999999999999915,48.99999999999994,54.99999999999993,57,60.999999999999936,58.99999999999997,54.99999999999997,54.999999999999915,53.99999999999997,55.00000000000001,52.99999999999994,,,
Non Full-time HC,6.96621666666666,6.91137999999999,6.57134666666666,3.768266666666666,2.52614,1.9834766666666628,2.07691333333333,2.91200333333333,3.92984999999999,4.19675333333333,5.88174999999999,5.85550666666666,,,,Non Full-time HC,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Non Full-time HC,6.96621666666666,6.91137999999999,6.57134666666666,3.768266666666666,2.52614,1.9834766666666628,2.07691333333333,2.91200333333333,3.92984999999999,4.19675333333333,5.88174999999999,5.85550666666666,,,
Revenue MoM%,,-0.01080188354677647,0.3088434640979629,-0.19302180576734962,-0.022381363757780104,0.08605813279674934,0.08085067732670193,-0.003071854023321552,-0.004678158650370912,-0.034648746748972004,0.07137018313661225,0.14200054731817646,,,,Revenue MoM%,,-0.01080188354677647,0.3088434640979629,-0.19302180576734962,-0.022381363757780215,0.08605813279674956,0.0808506773267017,-0.00307185402332133,-0.004678158650370912,-0.03464874674897189,0.07137018313661225,0.14200054731817668,,,,,,,,,,,Revenue MoM%,,-0.033523746898121765,0.29310926412123917,-0.21154087887132733,-0.04287129723576755,0.09054778109131778,0.09813685515494819,0.012457748793172518,-0.010773452081820789,-0.020578314223849592,0.1077299107897145,0.15231190737652467,,,
GP MoM%,,-0.2279329665561447,0.4572436557465618,-0.1410914476308529,-0.021999680788486797,0.0008920037987354412,0.11270278123644406,-0.03713625321403735,0.0015695476651214069,0.012553158943752418,-0.019032582054323455,0.2825868948128645,,,,GP MoM%,,-0.021769628368382588,0.28218220706207076,-0.14109144763085324,-0.021999680788487574,0.0008920037987363294,0.11270278123644317,-0.03713625321403635,0.0015695476651211848,0.012553158943752418,-0.01903258205432312,0.2825868948128647,,,,,,,,,,,GP MoM%,,-0.24566733274649877,0.43972546986469996,-0.16080225318252084,-0.04249761396938556,0.00502958441454493,0.13049837368036088,-0.02213728702541773,-0.004564006358716122,0.02731158066127537,0.014259093142991341,0.29416763819305936,,,
Staff Cost MoM%,,0.03197032142113465,-0.008729045235259303,0.1362683769835198,0.014421439086698129,0.02783398374902113,-0.01879032197993069,-0.12218013272220118,0.00902744397911226,-0.010934602148348627,-0.0018086291458128123,-0.10011809149887263,,,,Staff Cost MoM%,,0.03197032142113465,-0.008729045235259303,0.1362683769835198,0.014421439086698129,0.02783398374902113,-0.01879032197993069,-0.12218013272220118,0.00902744397911226,-0.010934602148348627,-0.0018086291458128123,-0.10011809149887263,,,,,,,,,,,Staff Cost MoM%,,0.008265981273331002,-0.06758493395808474,0.1795024291695244,-0.006762018464622432,0.03176034487310586,-0.002904304416841641,-0.11861426191683277,0.0028482182292746128,0.0034814747941551705,0.03206758559416101,-0.09199287090214536,,,
Other SG&A MoM%,,-0.04258758877630919,0.024867596797299107,-0.047248869950182515,0.17972109239694833,-0.07032731060507247,0.04753408777407997,-0.0016356820171451458,-0.12191735397957126,-0.03138508419533692,0.19268861282477268,-0.08047083366053565,,,,Other SG&A MoM%,,-0.04258758877630919,0.024867596797299107,-0.047248869950182515,0.17972109239694833,-0.07032731060507247,0.04753408777407997,-0.0016356820171451458,-0.12191735397957126,-0.03138508419533692,0.19268861282477268,-0.08047083366053565,,,,,,,,,,,Other SG&A MoM%,,-0.031432059732453665,0.01401900983583837,-0.06162564824873895,0.19266232850337395,-0.07252139534328372,0.08007778606683136,0.014585621746047606,-0.12237437942847196,-0.020078106663711126,0.22286410637250187,-0.06688435337274012,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IM,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,,,IM,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,Jan (FCST),Feb (FCST),,,,,,,,IM,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,Jan (FCST),Feb (FCST)
Revenue,1871511.26659353,2563337.47062985,3244278.03870128,2572742.44011023,2881834.04810366,3323129.15443521,2673579.20718774,2544629.04719549,2947883.03747172,2390741.67769625,1960578.08682518,2926815.47474604,,,,Revenue,1871511.2665935298,2563337.47062985,3244278.03870128,2572742.44011023,2881834.04810366,3323129.15443521,2673579.20718774,2544629.04719549,2947883.03747172,2390741.67769625,1960578.0868251796,2926815.47474604,,,,,,,,,,,Revenue,290942555.95632386,389339526.90461147,486842284.82654047,377210625.72359407,413673255.1161151,478990966.03594667,391528991.0592775,378449906.0348864,435738965.6659724,358536317.5640666,304003772.0745055,457924529.9595775,1167124367.6874757,244767886,
Cost,898439.7938693211,1523739.78950193,1907973.02221525,1152683.5745093198,1462754.6112050998,1894888.62630242,1626605.6294510602,1273725.9030277,1233329.88991049,1350817.13348224,1139526.5280730461,1425861.42070504,,,,Cost,898439.7938693211,1523739.78950193,1907973.0222152495,1152683.57450932,1462754.6112050998,1894888.6263024197,1626605.6294510602,1273725.9030277,1233329.88991049,1350817.13348224,1139526.5280730461,1425861.42070504,,,,,,,,,,,Cost,139670209.13371012,231437388.00207326,286313914.6651295,169004283.3760461,209971306.93611524,273126469.49991417,238206243.9886389,189434860.39598027,182303667.99608144,202580230.75410837,176692968.89579096,223087832.66239432,657421511.8009129,124460060,
Gross Profit,973071.472724209,1039597.68112792,1336305.01648603,1420058.86560091,1419079.43689856,1428240.52813279,1046973.5777366799,1270903.14416779,1714553.14756123,1039924.54421401,821051.558752134,1500954.054041,,,,Gross Profit,973071.4727242087,1039597.68112792,1336305.0164860305,1420058.8656009098,1419079.43689856,1428240.5281327902,1046973.5777366799,1270903.14416779,1714553.14756123,1039924.54421401,821051.5587521335,1500954.054041,,,,,,,,,,,Gross Profit,151272346.82261375,157902138.9025382,200528370.161411,208206342.34754798,203701948.17999986,205864496.5360325,153322747.07063857,189015045.63890615,253435297.66989097,155956086.80995822,127310803.17871454,234836697.2971832,509702855.88656294,120307826,0
Staff Costs,283134.8144805168,343858.51427077694,328724.96295983804,392587.72177358606,356135.585806825,450883.918869483,352498.7306097281,344613.1170765429,423141.479202549,381846.010473592,378554.28568877705,339633.481018559,,,,Staff Costs,283134.8144805168,343858.51427077694,328724.96295983804,392587.72177358606,356135.585806825,450883.918869483,352498.7306097281,344613.1170765429,423141.479202549,381846.010473592,378554.28568877705,339633.481018559,,,,,,,,,,,Staff Costs,43689821.79999984,51840935.800000004,49339382.29999985,59966594.120600425,52986476.75386244,64993997.91224125,51081454.255854815,50985870.99999986,62461222.99999985,57090217,58335691.99999985,52853656.82588696,144870139.89999968,,
Direct SG&A,272135.39527663606,191638.63408226502,269801.64843405545,216024.11769360167,258791.93385776898,289595.2479993109,317876.413402461,292474.76205146837,301632.4061957318,307365.4259221071,321889.1132674235,312657.2827624307,,,,Direct SG&A,272135.39527663606,191638.63408226502,269801.64843405545,216024.11769360167,258791.93385776898,289595.2479993109,317876.413402461,292474.76205146837,301632.4061957318,307365.4259221071,321889.1132674235,312657.2827624307,,,,,,,,,,,Direct SG&A,33117314.999999993,20889543.000000007,32315117.33333333,21605626.363636367,27092812,31485876,36023092,31638194.999999993,34682268,36260709,39633120,41445381.00000001,86321975.33333333,,
Indirect SG&A,153836.2690709738,209625.4112956399,219169.2196753697,264158.42879699153,360067.60424680734,320074.8419757266,352555.43324103736,374214.5367214208,332304.9293986099,296735.5497887907,451742.2446676122,334371.5907464519,,,,Indirect SG&A,153836.2690709738,209625.4112956399,219169.2196753697,264158.42879699153,360067.60424680734,320074.8419757266,352555.43324103736,374214.5367214208,332304.9293986099,296735.5497887907,451742.2446676122,334371.5907464519,,,,,,,,,,,Indirect SG&A,35675986.60855966,45733262.05403684,50321049.97246404,58798435.85204708,81275867.60867444,70258802.94478329,78087929.16356938,86497607.9276978,76822748.87137185,77269652.0733297,100999937.10649508,84101566.32849808,131730298.63506053,,
Operating Profit b/f adj,263964.99389608216,294475.12147923815,518609.1854167669,547288.5973367307,444084.3129871588,367686.51928826957,24043.000483453507,259600.72831835784,657474.3327643394,53977.55802952009,-331134.08487167885,514291.69951355853,,,,Operating Profit b/f adj,263964.9938960819,294475.12147923815,518609.1854167674,547288.5973367305,444084.3129871588,367686.5192882698,24043.000483453507,259600.72831835784,657474.3327643394,53977.55802952009,-331134.0848716793,514291.69951355853,,,,,,,,,,,Operating Profit b/f adj,38789223.414054245,39438398.04850136,68552820.55561377,67835686.01126412,42346791.81746298,39125819.67900795,-11869728.348785609,19893371.711208493,79469057.79851928,-14664491.263371468,-71657945.92778039,56436093.142798156,146780442.01816937,,
One-time adjustment ( ie.yearly bonus reversal),,,,,,,,,,,,,,,,One-time adjustment ( ie.yearly bonus reversal),0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,One-time adjustment ( ie.yearly bonus reversal),,,,,,,,,,,,,0,,
Operating Profit,263964.99389608216,294475.12147923815,518609.1854167669,547288.5973367307,444084.3129871588,367686.51928826957,24043.000483453507,259600.72831835784,657474.3327643394,53977.55802952009,-331134.08487167885,514291.69951355853,,,,Operating Profit,263964.9938960819,294475.12147923815,518609.1854167674,547288.5973367305,444084.3129871588,367686.5192882698,24043.000483453507,259600.72831835784,657474.3327643394,53977.55802952009,-331134.0848716793,514291.69951355853,,,,,,,,,,,Operating Profit,38789223.414054245,39438398.04850136,68552820.55561377,67835686.01126412,42346791.81746298,39125819.67900795,-11869728.348785609,19893371.711208493,79469057.79851928,-14664491.263371468,-71657945.92778039,56436093.142798156,146780442.01816937,,
Gross Profit %,0.5199388804617592,0.40556411047682905,0.4118959597621194,0.551963089449431,0.49242233008953457,0.429787848066811,0.39159998511432204,0.4994453496349456,0.5816218370155326,0.43497988675049787,0.41878034048706836,0.5128283853191113,,,,Gross Profit %,0.5199388804617592,0.40556411047682905,0.41189595976211957,0.5519630894494308,0.49242233008953457,0.42978784806681103,0.39159998511432204,0.4994453496349456,0.5816218370155326,0.43497988675049787,0.4187803404870682,0.5128283853191113,,0,0,,,,,,,,Gross Profit %,0.5199388804617592,0.40556411047682905,0.4118959597621194,0.551963089449431,0.4924223300895345,0.42978784806681103,0.391599985114322,0.4994453496349456,0.5816218370155326,0.43497988675049787,0.41878034048706836,0.5128283853191115,,0.4915180171960957,0
Operating Profit %,0.14104376426039023,0.11487957588622978,0.15985349567152754,0.21272576251872377,0.15409780909465645,0.11064466717988894,0.008992813984644814,0.10201908549478808,0.22303270665997268,0.022577745865681974,-0.1688961470582861,0.17571715878609792,,,,Operating Profit %,0.14104376426039011,0.11487957588622978,0.15985349567152768,0.2127257625187237,0.15409780909465645,0.11064466717988901,0.008992813984644814,0.10201908549478808,0.22303270665997268,0.022577745865681974,-0.16889614705828637,0.17571715878609792,,,,,,,,,,,Operating Profit %,0.1333226185717474,0.10129564383573056,0.14081114704331568,0.17983503481943688,0.10236772934613948,0.08168383634206514,-0.030316345966290226,0.05256540269658483,0.1823776711753579,-0.04090099257727519,-0.2357140026217122,0.12324321902515237,,,
GP Per Person,16577.026792575954,15586.172130853363,18131.682720298897,14995.341769808976,15594.279526357966,15869.339201475432,11633.039752629806,14279.810608626954,19936.664506525918,11303.527654500176,8734.591050554647,16677.26726712227,0,,,GP Per Person,12075.624749467295,11556.379605852511,13519.615737824923,13204.245580364925,13822.295652826791,13751.141798913397,10076.832034861905,12118.6811978918,16826.479548940966,10003.934309023014,7645.363915733727,14680.125377660524,0,,,,,,,,,,GP Per Person,2577041.683519824,2367348.4093334046,2720873.4078888847,2198588.620354255,2238482.947032989,2287383.294844804,1703586.078562655,2123764.5577405333,2946922.065928963,1695174.856629991,1354370.2465820743,2609296.636635376,0,,
OP Per Person,4496.848277616389,4414.919362507316,7036.759639304835,5779.182654030947,4880.047395463334,4085.405769869659,267.14444981615077,2916.8621159366253,7645.050380980686,586.7125872773959,-3522.7030305497874,5714.352216817333,0,,,OP Per Person,3275.7534288418447,3273.445439587191,5246.853688672348,5088.896818027099,4325.52576641258,3540.0966186640894,231.40725099253532,2475.4195311168023,6452.397483244353,519.2568515602519,-3083.412432216965,5030.045129777783,0,,,,,,,,,,OP Per Person,660804.4874625932,591280.3305622388,930160.387457445,716321.9219774457,465349.3606314662,434731.32976675464,-131885.87054206265,223521.03046301834,924058.8116106887,-159396.64416708212,-762318.573699794,627067.701586648,0,,
Full-time HC,58.70000000000003,66.70000000000005,73.70000000000007,94.7,90.99999999999905,90.00000000000007,89.99999999999977,88.99999999999937,86.00000000000006,91.99999999999945,93.99999999999967,89.99999999999974,,,,Full-time HC,80.58145999999999,89.9587687999999,98.8419377,107.54562666666669,102.665973333333,103.8634136,103.89908,104.871406666666,101.89613,103.951556666666,107.392083333333,102.243953333333,,,,,,,,,,,Full-time HC,58.70000000000003,66.70000000000005,73.70000000000007,94.7,90.99999999999905,90.00000000000007,89.99999999999977,88.99999999999937,86.00000000000006,91.99999999999945,93.99999999999967,89.99999999999974,,,
Non Full-time HC,21.666739999999958,23.12029999999996,25.83904333333323,18.193659999999998,17.231239999999957,15.902299999999931,15.49482333333323,17.47140666666663,16.49612999999993,17.55155666666656,18.89208333333333,17.74395333333326,,,,Non Full-time HC,,,,,,,,,,,,,,,,,,,,,,,Non Full-time HC,21.666739999999958,23.12029999999996,25.83904333333323,18.193659999999998,17.231239999999957,15.902299999999931,15.49482333333323,17.47140666666663,16.49612999999993,17.55155666666656,18.89208333333333,17.74395333333326,,,
Revenue MoM%,,0.3696617895843939,0.2656460867417949,-0.20699076669146188,0.12014090612979778,0.15312995091509052,-0.19546334706267698,-0.04823128473081184,0.15847260358859305,-0.18899710493714417,-0.17992892953854434,0.4928329018945201,,,,Revenue MoM%,,0.3696617895843939,0.2656460867417949,-0.20699076669146188,0.12014090612979778,0.15312995091509052,-0.19546334706267698,-0.04823128473081184,0.15847260358859305,-0.18899710493714417,-0.17992892953854456,0.49283290189452056,,,,,,,,,,,Revenue MoM%,,0.3382006823472703,0.25043118199970804,-0.2251892707758687,0.0966638448282724,0.1578968669403038,-0.18259629341340322,-0.033405150890629454,0.15137818431854733,-0.1771763697651213,-0.15209768946158908,0.5063120001265937,,,
GP MoM%,,0.06836723742138329,0.28540592264133857,0.06267569760017855,-0.0006897099310989585,0.0064556577990106945,-0.26694869868631954,0.2138827294144281,0.3490824658270477,-0.39347196924563554,-0.21047006408268154,0.8280874544860597,,,,GP MoM%,,0.06836723742138351,0.285405922641339,0.06267569760017788,-0.0006897099310987365,0.0064556577990109165,-0.26694869868631965,0.2138827294144281,0.3490824658270477,-0.39347196924563554,-0.21047006408268198,0.8280874544860608,,,,,,,,,,,GP MoM%,,0.04382686075267106,0.2699534759638875,0.038288707876879435,-0.02163427932483042,0.010616237966078357,-0.2552249190583358,0.23279193237924112,0.34082076277701767,-0.3846315479973239,-0.18367531666878545,0.8445936356832773,,,
Staff Cost MoM%,,0.21446920931173108,-0.04401098324708552,0.19427413798674742,-0.09285093227593033,0.2660456770923514,-0.21820513915519435,-0.022370615404898486,0.22787397877418547,-0.09759258016203542,-0.008620555654705653,-0.10281432846388694,,,,Staff Cost MoM%,,0.21446920931173108,-0.04401098324708552,0.19427413798674742,-0.09285093227593033,0.2660456770923514,-0.21820513915519435,-0.022370615404898486,0.22787397877418547,-0.09759258016203542,-0.008620555654705653,-0.10281432846388694,,,,,,,,,,,Staff Cost MoM%,,0.18656780147361895,-0.04825440477484888,0.21539004594714206,-0.11640009690562192,0.22661482502709562,-0.21405889933362732,-0.0018711929260314397,0.225069254970657,-0.08598944660433339,0.02181590937024902,-0.09397394607255039,,,
Other SG&A MoM%,,-0.05800296366554225,0.21857633082704742,-0.01797309858726648,0.2888005668417182,-0.014849004602375482,0.09966333869347066,-0.005582294291874956,-0.049126277021141584,-0.047065156456625235,0.28063252509174785,-0.16364704342398728,,,,Other SG&A MoM%,,-0.05800296366554225,0.21857633082704742,-0.01797309858726648,0.2888005668417182,-0.014849004602375482,0.09966333869347066,-0.005582294291874956,-0.049126277021141584,-0.047065156456625235,0.28063252509174785,-0.16364704342398728,,,,,,,,,,,Other SG&A MoM%,,-0.03155098685149804,0.24035857149473516,-0.027011236881956946,0.34780105161821373,-0.06112467816172351,0.12154288899468924,0.03527075406992619,-0.056128505431872644,0.01816370472634632,0.23872641447568066,-0.10727285666963038,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,,,CG,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,Jan (FCST),Feb (FCST),,,,,,,,CG,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,Jan (FCST),Feb (FCST)
Revenue,1702667.046372843,1672028.209904046,1245189.124051324,706523.268909116,641602.449147938,1973406.110543006,416264.8102118928,338276.8413026788,3119621.821753027,65631.52585410711,49516.820222095965,2802917.12421378,,,,Revenue,1702667.046372843,1672028.209904046,1245189.124051324,706523.268909116,641602.449147938,1973406.110543006,416264.8102118928,338276.8413026788,3119621.821753027,65631.52585410711,49516.820222095965,2802917.12421378,,,,,,,,,,,Revenue,264694266.74411243,253960580.56111068,186855353.01314,103589104.06207167,92098909.65239657,284443864.6053423,60959383.854266904,50310216.70756784,461124396.2533575,9842671.759718284,7677990.603796131,438539606.509569,705510200.3183631,50029192,
