account_code,account_name,type,subsidiary,trandate,tranid,vendor,body_memo,line_memo,department,class,consolidation_classification,amount_functional,type_managerial report,irregular,dept_mgr_report,posting_period,bu_jp_mgr_report,d2c_platform_related,pokkt_sga_allocation_key
40020,Employee Commissions,VendBill,AnyMind Japan Inc,2025-11-01,社会保険料_2025賞与_11月,VEN0000581 Payroll-Salary JPoffice,社会保険料_2025賞与_11月,,D2C Solutions,Creator,Staff costs,31029,,,,2025-11-01,,,
40100,Employer's Share of Employee Pensions,VendBill,AnyMind Japan Inc,2025-11-01,社会保険料_2025賞与_11月,VEN0000581 Payroll-Salary JPoffice,社会保険料_2025賞与_11月,,D2C Solutions,Creator,Staff costs,31825,,,,2025-11-01,,,
40020,Employee Commissions,VendBill,AnyMind Japan Inc,2025-11-01,雇用保険料_2025賞与_11月,VEN0000581 Payroll-Salary JPoffice,雇用保険料_2025賞与_11月,,D2C Solutions,Creator,Staff costs,1210,,,,2025-11-01,,,
40100,Employer's Share of Employee Pensions,VendBill,AnyMind Japan Inc,2025-11-01,雇用保険料_2025賞与_11月,VEN0000581 Payroll-Salary JPoffice,雇用保険料_2025賞与_11月,,D2C Solutions,Creator,Staff costs,1980,,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0017401_2025/11,VEN0017401 株式会社ドンナ,,3月撮影分モデル代支払漏れ,D2C Solutions,102 ORGUE,Advertising and marketing events,110000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0066577_2025/11,VEN0066577 株式会社大洋工芸,,POPUP 内装設営什器レンタル代,D2C Solutions,126 TAJEN:T,Advertising and marketing events,850000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0071857_2025/11,VEN0071857 美奈澤渡,,POPUP 販売スタッフ稼働費,D2C Solutions,126 TAJEN:T,Advertising and marketing events,17736,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0071856_2025/11,VEN0071856 歩未中里,,POPUP 販売スタッフ稼働費,D2C Solutions,126 TAJEN:T,Advertising and marketing events,30221,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0070175_2025/11,VEN0070175 慎之介松本,,業務委託費,D2C Solutions,095 VI E DIT,Advertising and marketing events,13636,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0059002_2025/11,VEN0059002 株式会社GOC,,カメラマン・ディレクション費用,D2C Solutions,113 Jent Louis,Advertising and marketing events,397500,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0022994_2025/11,VEN0022994 株式会社aNmoda,,モデル費用(支払い漏れ),D2C Solutions,095 VI E DIT,Advertising and marketing events,156955,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0066027_2025/11,VEN0066027 修斗杉山,,シルクスクリーン,D2C Solutions,095 VI E DIT,Advertising and marketing events,7728,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0041314_2025/11,VEN0041314 葉苗宮崎,,11月稼動費,D2C Solutions,102 ORGUE,Other outsourced services,194344,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0044920_2025/11,VEN0044920 えみり　ホルト,,11月POPUPバイト費用/SNAP費用,D2C Solutions,102 ORGUE,Advertising and marketing events,57243,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0065270_2025/11,VEN0065270 莉紗子山見,,11月POPUPバイト費用,D2C Solutions,102 ORGUE,Advertising and marketing events,6985,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0070588_2025/11,VEN0070588 季子眞野,,11月POPUPバイト費用,D2C Solutions,102 ORGUE,Advertising and marketing events,12250,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0071164_2025/11,VEN0071164 憲政池田,,11月POPUPバイト費用,D2C Solutions,102 ORGUE,Advertising and marketing events,9000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0071073_2025/11,VEN0071073 雄一青木,,11月POPUPバイト費用,D2C Solutions,102 ORGUE,Advertising and marketing events,6060,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0070853_2025/11,VEN0070853 咲百合榎,,10月POPUP装飾花,D2C Solutions,102 ORGUE,Advertising and marketing events,70000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0019780_2025/11,VEN0019780 株式会社フォーピープル,,10月POPUPバイト紹介料,D2C Solutions,D2C CR,Advertising and marketing events,5750,Local,,,2025-11-01,,,
48130,Subscriptions,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0065227_2025/11,VEN0065227 株式会社REGALI,,LEEP利用料,D2C Solutions,127 welm,General expenses,150000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0031344_2025/11,VEN0031344 株式会社内外,,什器レンタル費用,D2C Solutions,113 Jent Louis,Advertising and marketing events,45800,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0068457_2025/11,VEN0068457 雅史福岡,,POPUPアルバイト費用,D2C Solutions,113 Jent Louis,Advertising and marketing events,17553,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0018387_2025/11,VEN0018387 勝哉横川,,カメラマン費用(Etrarium/Type shade),D2C Solutions,073 etrarium,Advertising and marketing events,100000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0018387_2025/11,VEN0018387 勝哉横川,,カメラマン費用(Etrarium/Type shade),D2C Solutions,130 Type Shade,Advertising and marketing events,32000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0018387_2025/11,VEN0018387 勝哉横川,,カメラマン費用(Etrarium/Type shade),D2C Solutions,073 etrarium,Advertising and marketing events,2900,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0018387_2025/11,VEN0018387 勝哉横川,,カメラマン費用(Etrarium/Type shade),D2C Solutions,130 Type Shade,Advertising and marketing events,2000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0044132_2025/11,VEN0044132 愛美青木,,POPUP稼働,D2C Solutions,D2C CR,Advertising and marketing events,85855,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0044850_2025/11,VEN0044850 玲奈入江,,SNS稼働,D2C Solutions,109 YOOU,Other outsourced services,30400,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0035500_2025/11,VEN0035500 真緒中村,,商品企画,D2C Solutions,123 weakend.,General expenses,205858,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0044759_2025/11,VEN0044759 株式会社FILLMENT,,商品企画,D2C Solutions,113 Jent Louis,General expenses,250000,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0044759_2025/11,VEN0044759 株式会社FILLMENT,,商品企画,D2C Solutions,126 TAJEN:T,General expenses,250000,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0039275_2025/11,VEN0039275 明日香島﨑,,商品企画,D2C Solutions,102 ORGUE,General expenses,254545,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0039275_2025/11,VEN0039275 明日香島﨑,,商品企画,D2C Solutions,123 weakend.,General expenses,227273,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0035710_2025/11,VEN0035710 静香冨樫,,商品企画,D2C Solutions,131 Rosy luce,General expenses,180000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0065819_2025/11,VEN0065819 育美谷口,,撮影費用,D2C Solutions,052 Enmer SPORTS,Advertising and marketing events,10565,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0050293_2025/11,VEN0050293 翔太佐藤,,POPUP稼働,D2C Solutions,D2C CR,Advertising and marketing events,335149,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0050293_2025/11_2,VEN0050293 翔太佐藤,,商品企画,D2C Solutions,125 tenon,General expenses,80000,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0050293_2025/11_2,VEN0050293 翔太佐藤,,商品企画,D2C Solutions,120 Gaphos,General expenses,80000,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0050293_2025/11_2,VEN0050293 翔太佐藤,,商品企画,D2C Solutions,119 CIASU,General expenses,80000,Local,,,2025-11-01,,,
48010,General Expenses,VendBill,AnyMind Japan Inc,2025-11-01,PBH-0006923,VEN0002419 株式会社サイバーネット,AJP販管費-名刺作成代,両面名刺,Administration,Not Applicable,General expenses,23400,Local,,,2025-11-01,,,
48070,Repairs and Maintenance,VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0010754 株式会社FMサポート21,30F引っ越し対応費用・養生施工,30F引っ越し対応費用（養生やエレベーター専用）,Administration,Not Applicable,General expenses,121100,Local,,,2025-11-01,,,
48160,"Postage, Freight and Courier",VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0014961 有限会社サカエ・プレス・パッキングサービス,吉田奈那様など合計請求額,吉田奈那様など合計請求額,Brand Commerce & Marketing,BD,General expenses,1709219,Local,,,2025-11-01,,,
41430,Online Utilities and Software License Fees,VendBill,AnyMind Japan Inc,2025-11-01,25196,VEN0045757 SecureNavi株式会社,SecureNavi 月額費用,月額費用Advanced プラン,Legal,Not Applicable,IT expenses,30000,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,AnyMind Japan Inc,2025-11-01,202511,VEN0063781 桃子佐藤,佐藤桃子_業務委託費2510,佐藤桃子_業務委託費,Finance,Not Applicable,Other outsourced services,91800,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,FourM Inc,2025-11-01,251031_2,VEN0065712 真那果阿江,免税 30日,動画編集　2025年10月,Publisher Growth,PG Web,Other outsourced services,15300,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,FourM Inc,2025-11-01,251031_2,VEN0065712 真那果阿江,免税 30日,動画作成　2025年10月,Publisher Growth,PG Web,Other outsourced services,102000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0044215_2025/11_2,VEN0044215 株式会社GoOn STUDIO,,POPUP　会場代追加費用,D2C Solutions,131 Rosy luce,Advertising and marketing events,110000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0016917_2025/11_2,VEN0016917 スタンフォード株式会社,,撮影モデル費用,D2C Solutions,113 Jent Louis,Advertising and marketing events,88000,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0046331_2025/11_2,VEN0046331 駿一朗田中,,EC構築費用,D2C Solutions,D2C CR,Other outsourced services,400000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0056690_2025/11,VEN0056690 百希飯田,,11月POPUP稼働費用,D2C Solutions,046 Lantinam,Advertising and marketing events,32998,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0048352_2025/11,VEN0048352 株式会社MINAMI,,商品企画,D2C Solutions,109 YOOU,General expenses,503382,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,Google251101,VEN0026369 Google Japan G.K.,google251101,[JP] BC_Waterpik,Brand Commerce & Marketing,BC,Advertising and marketing events,109655,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,Google251101,VEN0026369 Google Japan G.K.,google251101,[JP] BC_藤田金属,Brand Commerce & Marketing,BC,Advertising and marketing events,315466,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,Google251101,VEN0026369 Google Japan G.K.,google251101,[JP] BM_Shinnihonseiyaku,Brand Commerce & Marketing,BD,Advertising and marketing events,-2429,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,Google251101,VEN0026369 Google Japan G.K.,google251101,[JP] D2CCR_miour,D2C Creator,012 miour,Advertising and marketing events,19189,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,Google251101,VEN0026369 Google Japan G.K.,google251101,[JP] PG_SAS販管費,Publisher Growth,AnyManager,Advertising and marketing events,686732,Local,,,2025-11-01,,,
41001,Intercompany Advertising,VendBill,AnyMind Japan Inc,2025-11-01,Google251101,VEN0026369 Google Japan G.K.,google251101,[SG] Idemitsu AshFree,Not Applicable,Not Applicable,Advertising and marketing events,239505,Local,,,2025-11-01,,,
41001,Intercompany Advertising,VendBill,AnyMind Japan Inc,2025-11-01,Google251101,VEN0026369 Google Japan G.K.,google251101,[JP]  Engawa_Toyota,Brand Commerce & Marketing,BC,Advertising and marketing events,-477,Local,,,2025-11-01,,,
41001,Intercompany Advertising,VendBill,AnyMind Japan Inc,2025-11-01,Google251101,VEN0026369 Google Japan G.K.,google251101,[JP]  Engawa_Tokyo weekender,Brand Commerce & Marketing,BC,Advertising and marketing events,-22,Local,,,2025-11-01,,,
41001,Intercompany Advertising,VendBill,AnyMind Japan Inc,2025-11-01,LS20251200263,VEN0001107 LINEヤフー株式会社,LINE広告媒体費2511,[HK] MGM MACAU,Not Applicable,Not Applicable,Advertising and marketing events,619842,Local,,,2025-11-01,,,
41001,Intercompany Advertising,VendBill,AnyMind Japan Inc,2025-11-01,LS20251200263,VEN0001107 LINEヤフー株式会社,LINE広告媒体費2511,[SG] Accor,Not Applicable,Not Applicable,Advertising and marketing events,1573652,Local,,,2025-11-01,,,
41001,Intercompany Advertising,VendBill,AnyMind Japan Inc,2025-11-01,LS20251200263,VEN0001107 LINEヤフー株式会社,LINE広告媒体費2511,[SG] UPS,Not Applicable,Not Applicable,Advertising and marketing events,655079,Local,,,2025-11-01,,,
41001,Intercompany Advertising,VendBill,AnyMind Japan Inc,2025-11-01,LS20251200263,VEN0001107 LINEヤフー株式会社,LINE広告媒体費2511,[SG] Hasbro  - Nerf,Not Applicable,Not Applicable,Advertising and marketing events,609329,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,RE250027119201-1,VEN0052042 株式会社オプト,"Metaの広告費　(AD表待ち34,591,643)",GROVE 【販管費】,Brand Commerce & Marketing,BD,Advertising and marketing events,494195,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,RE250027119201-1,VEN0052042 株式会社オプト,"Metaの広告費　(AD表待ち34,591,643)",BC【販管費】,Brand Commerce & Marketing,BC,Advertising and marketing events,706941,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,RE250027119201-1,VEN0052042 株式会社オプト,"Metaの広告費　(AD表待ち34,591,643)",CG 販管費,Creator Growth,AnyCreator,Advertising and marketing events,64486,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,RE250027119201-1,VEN0052042 株式会社オプト,"Metaの広告費　(AD表待ち34,591,643)",DXAI【販管費】,DX/AI,DX/AI,Advertising and marketing events,390612,Local,,,2025-11-01,,,
41430,Online Utilities and Software License Fees,VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0013731 株式会社Donuts,ジョブカン,勤怠管理利用料金,Administration,Not Applicable,IT expenses,253500,Local,,,2025-11-01,,,
41430,Online Utilities and Software License Fees,VendBill,AnyMind Japan Inc,2025-11-01,202512-IA016177595-1,VEN0018403 GMOグローバルサイン・ホールディングス株式会社,2025年11月分,契約印＆実印プラン　月額基本料や送信料,Administration,Not Applicable,IT expenses,51240,Local,,,2025-11-01,,,
41430,Online Utilities and Software License Fees,VendBill,AnyMind Japan Inc,2025-11-01,16155688,VEN0040160 株式会社ラクス,楽楽明細利用料金,利用料金,Finance,Not Applicable,IT expenses,133125,Local,,,2025-11-01,,,
48160,"Postage, Freight and Courier",VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0008631 株式会社ソクハイ,ソクハイ,Sokuhai-courier expenses d2c,D2C Creator,069 福寿外貌,General expenses,6672,Local,,,2025-11-01,,,
48160,"Postage, Freight and Courier",VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0008631 株式会社ソクハイ,ソクハイ,Sokuhai-courier expenses IM,Influencer Marketing,AnyTag,General expenses,4180,Local,,,2025-11-01,,,
48160,"Postage, Freight and Courier",VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0008631 株式会社ソクハイ,ソクハイ,Sokuhai-courier expenses BCM,Brand Commerce & Marketing,BD,General expenses,48090,Local,,,2025-11-01,,,
48050,Recruitment,VendBill,AnyMind Japan Inc,2025-11-01,S 1C R 0 5 2 9 0 1,VEN0018900 株式会社リクルート,Geppo2025年11月,Geppo,Human Resource,Not Applicable,Recruitment,198000,Local,,,2025-11-01,,,
41010,Client Gifts and Entertainment&lt;USD50/person,VendBill,AnyMind Japan Inc,2025-11-01,20251201‑422,VEN0024589 有限会社オーベルジーヌ,,[2025/12/01 納品分] レギュラーカレー(ロケ弁Bタイプ),D2C Solutions,Creator,Client Gifts and Entertainment,14300,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0008415 パーソルテンプスタッフ株式会社,Temporary employee,"廣田 安衣子様と近藤 諒, 山澤涼様　(Finance)",Finance,Not Applicable,Other outsourced services,1646532,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0008415 パーソルテンプスタッフ株式会社,Temporary employee,菅原様、猪鼻様（CG team）,Creator Growth,AnyCreator,Other outsourced services,527762,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0008415 パーソルテンプスタッフ株式会社,Temporary employee,鈴木 淳子 (労務),Administration,Not Applicable,Other outsourced services,445067,Local,,,2025-11-01,,,
48050,Recruitment,VendBill,AnyMind Japan Inc,2025-11-01,581335-00,VEN0017809 パーソルキャリア株式会社,中途採用・成果報酬型Fee (配属：Corporate HR),人材紹介・成果報酬費用 (agency fee),Administration,Not Applicable,Recruitment,1440000,Local,,,2025-11-01,,,
48050,Recruitment,VendBill,AnyMind Japan Inc,2025-11-01,487626,VEN0054436 株式会社キャリタス,ボストンキャリアフォーラム出展代,ボストンキャリアフォーラム出展代,Human Resource,Not Applicable,Recruitment,4636364,Local,,,2025-11-01,,,
48110,Telephone and Internet,VendBill,AnyMind Japan Inc,2025-11-01,3751429,VEN0017579 INVITEコミュニケーションズ株式会社,Colt Internet,月額料・初期費用等,Administration,Not Applicable,Telephone & Internet,807240,Local,,,2025-11-01,,,
48050,Recruitment,VendBill,AnyMind Japan Inc,2025-11-01,INV-0000002388,VEN0068217 株式会社そると,ゼロワンインターン成果報酬費用 上村珠寿様,ゼロワンインターン成果報酬費用　唯木　瞬様（その他職種）,Human Resource,Not Applicable,Recruitment,108000,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0022821 マンパワーグループ株式会社,マンパワー業務委託費,"益子瑞江,濱田 捺美,山部 雅人",Publisher Growth,AnyManager,Other outsourced services,382718,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0022821 マンパワーグループ株式会社,マンパワー業務委託費,山口　麻那美、坂上 公太、萩 裕哉、森 勇人,Creator Growth,AnyCreator,Other outsourced services,791558,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0022821 マンパワーグループ株式会社,マンパワー業務委託費,深川様,Legal,Not Applicable,Other outsourced services,433437,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0022821 マンパワーグループ株式会社,マンパワー業務委託費,山本様、佐藤衣見様,Finance,Not Applicable,Other outsourced services,1104420,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,VendBill,AnyMind Japan Inc,2025-11-01,D2C_富士高圧202510_3,VEN0067241 株式会社富士高圧プロダクツ,,サンプル送料,D2C Solutions,002 B-flow,General expenses,20480,Local,,,2025-11-01,,,
41111,Other Rent e.g. Printer,VendBill,AnyMind Japan Inc,2025-11-01,202511,VEN0000326 キャノンマーケティングジャパン株式会社,20F複合機ﾘｰｽ(ｾｿﾞﾝﾘｰｽ) _202511,20F複合機ﾘｰｽ料 引落,Administration,Not Applicable,Rental expenses,35000,Local,,,2025-11-01,,,
41111,Other Rent e.g. Printer,VendBill,AnyMind Japan Inc,2025-11-01,202511,VEN0025128 三井住友ファイナンス＆リース株式会社,複合機リース料引落(証憑なし)-202511,複合機リース料,Administration,Not Applicable,Rental expenses,29000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0070652_2025/11,VEN0070652 寧々塚本,,店頭スタッフバイト代,D2C Solutions,102 ORGUE,Advertising and marketing events,35825,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0072309_2025/11,VEN0072309 颯修天野,,VI E DIT撮影,D2C Solutions,095 VI E DIT,Advertising and marketing events,90909,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0024318_2025/11,VEN0024318 株式会社トゥモロートウキョウ,,撮影モデル費用,D2C Solutions,113 Jent Louis,Advertising and marketing events,121000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0070654_2025/11,VEN0070654 彩華伊藤,,11月POPUPバイト費用,D2C Solutions,102 ORGUE,Advertising and marketing events,51350,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0071074_2025/11,VEN0071074 ショーン　清水,,11月POPUPバイト費用,D2C Solutions,102 ORGUE,Advertising and marketing events,11625,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0070700_2025/11,VEN0070700 史絵良村上,,11月POPUPバイト費用,D2C Solutions,102 ORGUE,Advertising and marketing events,39100,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0072307_2025/11,VEN0043561 絢登鈴木,,業務委託費,D2C Solutions,003 Yokosawa,Advertising and marketing events,120000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0072307_2025/11,VEN0043561 絢登鈴木,,業務委託費,D2C Solutions,131 Rosy luce,Advertising and marketing events,120000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0072307_2025/11,VEN0043561 絢登鈴木,,業務委託費,D2C Solutions,120 Gaphos,Advertising and marketing events,120000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0072307_2025/11,VEN0043561 絢登鈴木,,業務委託費,D2C Solutions,119 CIASU,Advertising and marketing events,120000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0056674_2025/11,VEN0056674 株式会社未完,,物撮り撮影費用,D2C Solutions,123 weakend.,Advertising and marketing events,46091,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0035386_2025/11,VEN0035386 CBcloud株式会社,,11月POPUP荷物運送,D2C Solutions,046 Lantinam,Advertising and marketing events,39900,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0072301_2025/11,VEN0072301 りさ　高草木,,POPUP運営,D2C Solutions,131 Rosy luce,Advertising and marketing events,11150,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0043561_2025/11,VEN0043561 絢登鈴木,,POPUP運営,D2C Solutions,131 Rosy luce,Advertising and marketing events,28176,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0019259_2025/11,VEN0019259 望月茜,,商品企画,D2C Solutions,046 Lantinam,General expenses,156000,Local,,,2025-11-01,,,
